,name,moves_san
1633,Sicilian Defense:Scheveningen Variation:English Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.Qd2 
1634,Sicilian Defense:Scheveningen Variation:English Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.f3 
1635,Sicilian Defense:Scheveningen Variation:Fianchetto Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g3 
1636,Sicilian Defense:Scheveningen Variation:Keres Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g4 
1637,Sicilian Defense:Scheveningen Variation:Matanovic Attack:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.f4 
1638,Sicilian Defense:Scheveningen Variation:Modern Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Nc6 7.O-O Be7 8.Be3 O-O 9.f4 Bd7 10.Nb3 
1639,Sicilian Defense:Scheveningen Variation:Modern Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Nc6 7.O-O Be7 8.Be3 O-O 9.f4 
1640,Sicilian Defense:Scheveningen Variation:Modern Variation:General,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Nc6
1641,Sicilian Defense:Scheveningen Variation:Tal Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.f4 Nc6 7.Be3 Be7 8.Qf3 
1642,Sicilian Defense:Scheveningen Variation:Vitolins Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bb5+ 
1643,Sicilian Defense:Smith-Morra Gambit Deferred::,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.c3 
1644,Sicilian Defense:Smith-Morra Gambit::,1.e4 c5 2.d4 cxd4 3.c3 
1645,Sicilian Defense:Smith-Morra Gambit:Accepted:Classical Formation,1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 d6 6.Bc4 a6 7.O-O Nf6
1646,Sicilian Defense:Smith-Morra Gambit:Accepted:Fianchetto Defense,1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 g6
1647,Sicilian Defense:Smith-Morra Gambit:Accepted:Kan Formation,1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 e6 5.Nf3 a6
1648,Sicilian Defense:Smith-Morra Gambit:Accepted:Paulsen Formation,1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 a6
1649,Sicilian Defense:Smith-Morra Gambit:Accepted:Pin Defense,1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 Bb4
1650,Sicilian Defense:Smith-Morra Gambit:Accepted:Scheveningen Formation,1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 d6 6.Bc4 e6
1651,Sicilian Defense:Smith-Morra Gambit:Declined:Center Formation,1.e4 c5 2.d4 cxd4 3.c3 e5
1652,Sicilian Defense:Smith-Morra Gambit:Declined:Dubois Variation,1.e4 c5 2.d4 cxd4 3.c3 d3 4.c4 
1653,Sicilian Defense:Smith-Morra Gambit:Declined:Push Variation,1.e4 c5 2.d4 cxd4 3.c3 d3
1654,Sicilian Defense:Smith-Morra Gambit:Declined:Scandinavian Formation,1.e4 c5 2.d4 cxd4 3.c3 d5
1655,Sicilian Defense:Snyder Variation::,1.e4 c5 2.b3 
1656,Sicilian Defense:Snyder Variation:Queen Fianchetto Variation:,1.e4 c5 2.b3 b6
1657,Sicilian Defense:Sozin Attack:Flank Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 a6 7.Bb3 b5
1658,Sicilian Defense:Sozin Attack:General Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 
1659,Sicilian Defense:Sozin Attack:Leonhardt Variation:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6
1660,Sicilian Defense:Sozin Attack:Main Line:,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6 7.Be3 
1661,Sicilian Defense:Staunton-Cochrane Variation::,1.e4 c5 2.c4 
1662,Sicilian Defense:Velimirovic Attack::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Bc4 Nc6 7.Be3 Be7 8.Qe2 
1663,Sicilian Defense:Venice Attack::,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Bb5+ 
1664,Sicilian Defense:Wing Gambit Deferred::,1.e4 c5 2.Nf3 e6 3.b4 
1665,Sicilian Defense:Wing Gambit::,1.e4 c5 2.b4 
1666,Sicilian Defense:Wing Gambit:Abrahams Variation:,1.e4 c5 2.b4 cxb4 3.Bb2 
1667,Sicilian Defense:Wing Gambit:Carlsbad Variation:,1.e4 c5 2.b4 cxb4 3.a3 bxa3
1668,Sicilian Defense:Wing Gambit:Deferred Variation:,1.e4 c5 2.Nf3 d6 3.b4 
1669,Sicilian Defense:Wing Gambit:Marshall Variation:,1.e4 c5 2.b4 cxb4 3.a3 
1670,Slav Defense:Alapin Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 
1671,Slav Defense:Alekhine Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.e3 
1672,Slav Defense:Bonet Gambit::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Bg5 
1673,Slav Defense:Breyer Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nbd2 
1674,Slav Defense:Chameleon Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 a6
1675,Slav Defense:Chameleon Variation:Advance System:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 a6 5.c5 
1676,Slav Defense:Czech Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5
1677,Slav Defense:Czech Variation:Bled Attack:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Nh4 
1678,Slav Defense:Czech Variation:Carlsbad Variation:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 Nbd7 7.Nxc4 Qc7 8.g3 e5
1679,Slav Defense:Czech Variation:Carlsbad Variation:Morozevich Variation,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 Nbd7 7.Nxc4 Qc7 8.g3 e5 9.dxe5 Nxe5 10.Bf4 Nfd7 11.Bg2 g5
1680,Slav Defense:Czech Variation:Classical System:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.e3 
1681,Slav Defense:Czech Variation:Classical System:Main Line,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.e3 e6 7.Bxc4 Bb4 8.O-O O-O 9.Qe2 
1682,Slav Defense:Czech Variation:Krause Attack:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 
1683,Slav Defense:Czech Variation:Lasker Variation:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.e3 Na6
1684,Slav Defense:Czech Variation:Wiesbaden Variation:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 e6
1685,Slav Defense:Czech Variation:Wiesbaden Variation:Sharp line,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 e6 7.f3 Bb4 8.e4 
1686,Slav Defense:Exchange Variation::,1.d4 d5 2.c4 c6 3.cxd5 
1687,Slav Defense:Exchange Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5
1688,Slav Defense:Exchange Variation:Schallopp Variation:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bf5 5.cxd5 cxd5 6.Nc3 
1689,Slav Defense:Exchange Variation:Symmetrical Line:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5 5.Nc3 Nc6 6.Bf4 Bf5
1690,Slav Defense:Exchange Variation:Trifunovic Variation:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5 5.Nc3 Nc6 6.Bf4 Bf5 7.e3 e6 8.Qb3 Bb4
1691,Slav Defense:Geller Gambit::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.e4 b5 6.e5 
1692,Slav Defense:Geller Gambit::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.e4 
1693,Slav Defense:General::,1.d4 d5 2.c4 c6
1694,Slav Defense:Modern Line::,1.d4 d5 2.c4 c6 3.Nf3 
1695,Slav Defense:Quiet Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 
1696,Slav Defense:Quiet Variation:Pin Defense:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bg4
1697,Slav Defense:Quiet Variation:Schallopp Defense:,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 Bf5
1698,Slav Defense:Schlechter Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 g6
1699,Slav Defense:Slav Gambit:Alekhine Attack:,1.d4 d5 2.c4 c6 3.Nc3 dxc4 4.e4 
1700,Slav Defense:Smyslov Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Na6
1701,Slav Defense:Soultanbeieff Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 e6
1702,Slav Defense:Steiner Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bg4
1703,Slav Defense:Suchting Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 Qb6
1704,Slav Defense:Three Knights Variation::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 
1705,Slav Defense:Two Knights Attack::,1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4
1706,Slav Defense:Winawer Countergambit::,1.d4 d5 2.c4 c6 3.Nc3 e5
1707,Slav Indian:::,1.d4 Nf6 2.c4 c6
1708,Spanish Game:Alapin Defense::,1.e4 e5 2.Nf3 Nc6 3.Bb5 Bb4
1709,Spanish Game:Berlin Defense::,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O 
1710,Spanish Game:Berlin Defense:Berlin Wall:J. Rogers Line,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Nd6 6.Bxc6 dxc6 7.dxe5 Nf5 8.Qxd8+ Kxd8 9.Nc3 Bd7
1711,Spanish Game:Berlin Defense:Beverwijk Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Bc5
1712,Spanish Game:Berlin Defense:Closed Showalter Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O d6 5.d4 Bd7 6.Nc3 Be7 7.Bxc6 
1713,Spanish Game:Berlin Defense:Closed Wolf Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O d6 5.d4 Bd7 6.Nc3 exd4
1714,Spanish Game:Berlin Defense:Hedgehog Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O d6 5.d4 Bd7 6.Nc3 Be7
1715,Spanish Game:Berlin Defense:Improved Steinitz Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O d6
1716,Spanish Game:Berlin Defense:Minckwitz Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Be7 6.dxe5 
1717,Spanish Game:Berlin Defense:Nyholm Attack:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d4 exd4 5.O-O 
1718,Spanish Game:Berlin Defense:Rio Gambit Accepted:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4
1719,Spanish Game:Berlin Defense:Rio de Janeiro Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Be7
1720,Spanish Game:Berlin Defense:Rosenthal Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 a6
1721,Spanish Game:Berlin Defense:l'Hermet Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Nd6
1722,Spanish Game:Berlin Defense:l'Hermet Variation:Berlin Wall Defense,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Nd6 6.Bxc6 dxc6 7.dxe5 Nf5 8.Qxd8+ Kxd8
1723,Spanish Game:Berlin Defense:l'Hermet Variation:Westerinen Line,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Nd6 6.Bxc6 dxc6 7.dxe5 Ne4
1724,Spanish Game:Bird Variation::,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nd4
1725,Spanish Game:Classical Variation::,1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5
1726,Spanish Game:Classical Variation:Central Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5 4.c3 
1727,Spanish Game:Classical Variation:Cordel Gambit:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5 4.c3 f5
1728,Spanish Game:Classical Variation:Modern Main Line:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5 4.O-O Nf6 5.c3 O-O 6.d4 Bb6 7.Bg5 
1729,Spanish Game:Classical Variation:Zukertort Gambit:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5 4.O-O Nf6 5.c3 
1730,Spanish Game:Closed Variations::,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7
1731,Spanish Game:Closed Variations:Averbakh Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 d6
1732,Spanish Game:Closed Variations:Bogoljubow Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.d4 Bg4
1733,Spanish Game:Closed Variations:Borisenko  Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Nc6
1734,Spanish Game:Closed Variations:Breyer Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nb8 10.d4 Nbd7 11.Nbd2 Bb7 12.Bc2 c5
1735,Spanish Game:Closed Variations:Center Attack:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d4 
1736,Spanish Game:Closed Variations:Chigorin Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 Nc6
1737,Spanish Game:Closed Variations:Chigorin Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7
1738,Spanish Game:Closed Variations:Chigorin Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 Nc6 13.dxc5 
1739,Spanish Game:Closed Variations:Closed Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 
1740,Spanish Game:Closed Variations:Closed Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5
1741,Spanish Game:Closed Variations:Closed Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6
1742,Spanish Game:Closed Variations:Delayed Exchange:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Bxc6 
1743,Spanish Game:Closed Variations:Flohr System:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Bb7
1744,Spanish Game:Closed Variations:General:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 
1745,Spanish Game:Closed Variations:Keres Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Nd7
1746,Spanish Game:Closed Variations:Keres Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 a5
1747,Spanish Game:Closed Variations:Keres Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nd7
1748,Spanish Game:Closed Variations:Kholmov Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Be6
1749,Spanish Game:Closed Variations:Martinez Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d3 
1750,Spanish Game:Closed Variations:Morphy Attack:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Nc3 
1751,Spanish Game:Closed Variations:Pilnik Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.d3 
1752,Spanish Game:Closed Variations:Smyslov Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 h6
1753,Spanish Game:Closed Variations:Smyslov-Breyer-Zaitsev Hybrid:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Re8 10.d4 Bb7 11.Nbd2 Bf8 12.a3 h6
1754,Spanish Game:Closed Variations:Suetin Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.a3 
1755,Spanish Game:Closed Variations:Trajkovic Counterattack:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 Bb7
1756,Spanish Game:Closed Variations:Worrall Attack:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Qe2 
1757,Spanish Game:Closed Variations:Worrall Attack:Caslting line,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Qe2 b5 7.Bb3 O-O
1758,Spanish Game:Closed Variations:Worrall Attack:Delayed castling line,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Qe2 b5 7.Bb3 d6
1759,Spanish Game:Closed Variations:Yates Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.d4 
1760,Spanish Game:Closed Variations:Zaitsev System:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Re8
1761,Spanish Game:Columbus Variation::,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 
1762,Spanish Game:Cozio Defense:General:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nge7
1763,Spanish Game:Cozio Defense:Paulsen Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nge7 4.Nc3 g6
1764,Spanish Game:Exchange Variation:Alapin Gambit:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Bg4 6.h3 h5
1765,Spanish Game:Exchange Variation:Alekhine Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.d4 exd4 6.Qxd4 Qxd4 7.Nxd4 Bd6
1766,Spanish Game:Exchange Variation:Bronstein Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Qd6
1767,Spanish Game:Exchange Variation:General:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 
1768,Spanish Game:Exchange Variation:Gligoric Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O f6
1769,Spanish Game:Exchange Variation:Keres Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.Nc3 
1770,Spanish Game:Exchange Variation:King's Bishop Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Bd6
1771,Spanish Game:Exchange Variation:Lutikov Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 bxc6
1772,Spanish Game:Exchange Variation:Normal Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O 
1773,Spanish Game:Fianchetto Defense::,1.e4 e5 2.Nf3 Nc6 3.Bb5 g6
1774,Spanish Game:General::,1.e4 e5 2.Nf3 Nc6 3.Bb5 
1775,Spanish Game:Marshall Attack:General:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5
1776,Spanish Game:Marshall Attack:Main Line:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6 12.d4 
1777,Spanish Game:Marshall Attack:Modern Main Line:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6 12.d4 Bd6 13.Re1 Qh4 14.g3 Qh3
1778,Spanish Game:Marshall Attack:Modern Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6
1779,Spanish Game:Marshall Attack:Original Marshall Attack:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 Nf6
1780,Spanish Game:Marshall Attack:Re3 variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6 12.Bxd5 cxd5 13.d4 Bd6 14.Re3 
1781,Spanish Game:Marshall Attack:Steiner Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 e4
1782,Spanish Game:Morphy Defense::,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O b5 6.Bb3 d6
1783,Spanish Game:Morphy Defense::,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O 
1784,Spanish Game:Morphy Defense:Anderssen Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3 
1785,Spanish Game:Morphy Defense:Archangelsk Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O b5 6.Bb3 Bb7
1786,Spanish Game:Morphy Defense:Bayreuth Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Bxc6 
1787,Spanish Game:Morphy Defense:Breyer Defense:Quiet Variation,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nb8 10.d3 
1788,Spanish Game:Morphy Defense:Breyer Defense:Zaitsev Hybrid,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nb8 10.d4 Nbd7
1789,Spanish Game:Morphy Defense:Caro Variation:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 b5
1790,Spanish Game:Morphy Defense:Chigorin Defense:Panov System,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 cxd4 13.cxd4 
1791,Spanish Game:Morphy Defense:Classical Defense Deferred:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Bc5
1792,Spanish Game:Morphy Defense:Cozio Defense:,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nge7
